,Date,Ship_Type,Route_Type,Engine_Type,Maintenance_Status,Speed_Over_Ground_knots,Engine_Power_kW,Distance_Traveled_nm,Draft_meters,Weather_Condition,Cargo_Weight_tons,Operational_Cost_USD,Revenue_per_Voyage_USD,Turnaround_Time_hours,Efficiency_nm_per_kWh,Seasonal_Impact_Score,Weekly_Voyage_Count,Average_Load_Percentage,PCA_Cluster
1466,2024-03-17,Fish Carrier,Short-haul,Diesel,Fair,20.24606824719284,602.4189527163605,1680.8347816934136,14.175399676123648,Calm,826.8263945715311,243680.79708733773,718046.1216289423,63.66760289456042,1.1784923363606723,0.6522558010000229,1,66.47399042459412,1
1467,2024-03-24,Bulk Carrier,Short-haul,Diesel,Fair,18.969430072091583,1698.2511112044745,1266.9165031765235,12.665477387981044,Rough,976.643100201602,427397.892434517,195142.02275350795,43.995813249763,0.7274787217507337,0.6013716801694895,4,97.53414102680578,2
1468,2024-03-31,Container Ship,Short-haul,Steam Turbine,Critical,24.61593335878876,1371.4166236521482,1835.7503846188688,9.16100322475291,Moderate,868.3311986784463,153658.18379223763,538044.8582635684,44.95858682822731,0.1163000375542149,0.6433333053046237,2,71.27256009907344,1
1469,2024-04-07,Container Ship,Short-haul,Steam Turbine,Fair,17.21609738316225,2882.3198520675146,957.6228217416474,13.992338619404771,Rough,1724.881696909444,120091.68528778364,453417.06981456553,16.971780606773965,1.0263017588748349,1.054068151432208,5,56.32740530005174,0
1470,2024-04-14,Tanker,Short-haul,Steam Turbine,Fair,24.87902899384932,1335.258752496512,194.83604980557607,10.958328374598956,Rough,1485.6289024692944,376842.8876374697,215893.88157496028,33.303046145451766,0.1558551080679003,0.5945494814417293,6,55.45967201954186,2
1471,2024-04-21,Tanker,Coastal,Steam Turbine,Fair,20.24992095595074,2851.401534049817,263.4452298747774,9.751386271503836,Moderate,233.69955919411132,143220.21228417178,821765.8315425835,42.7992231765,0.9395841573872484,1.2162176587086675,8,78.16203558746304,1
1472,2024-04-28,Tanker,Long-haul,Steam Turbine,Good,16.146622821933278,1824.6099374603943,482.3541118747866,7.007702568456296,Rough,1512.0153055067722,388968.1111499015,569389.0742664197,18.651613181984708,1.434475611106946,0.8359080603668966,9,99.07450699031352,0
1473,2024-05-05,Container Ship,Coastal,Diesel,Fair,24.39389295787216,2717.241107364227,363.7688936351598,12.056705640090712,Rough,1212.803271896612,202677.28882205897,431110.5169582074,25.19588928476453,1.0507256532746208,1.3820675343405169,5,95.07911122406776,2
1474,2024-05-12,Container Ship,Long-haul,Steam Turbine,Fair,20.21486406167404,589.2814525292492,1658.170228994142,12.691063546866625,Moderate,522.3951678295372,227075.0293406362,489680.2654606686,41.98484445816959,0.6112655868291559,1.2879423557745937,5,67.64843810394753,1
1475,2024-05-19,Fish Carrier,Transoceanic,Diesel,Good,16.20580729357524,2502.40260376637,52.87917043676103,8.968312989781875,Calm,1219.072134309522,142977.81532536435,865424.245575901,53.64906327732447,1.3279886509229286,1.060571397744712,9,59.11578804738842,0
1476,2024-05-26,Container Ship,Coastal,Heavy Fuel Oil (HFO),Critical,18.780532936327763,1016.9218270618196,1046.3722920218993,5.794757231077169,Rough,1845.5783508096583,15556.318559141904,592471.7256131716,26.608997663121,0.2971088803479691,1.0332922822921975,2,95.8223193527674,1
1477,2024-06-02,Container Ship,Long-haul,Diesel,Fair,17.05314854108493,1936.9184102556344,1313.065367518702,11.45105938714364,Moderate,1600.0361070243696,177612.5180236716,347036.105475987,69.00940274442937,0.4016371534701498,1.0822351782789743,7,50.36517095718281,1
1478,2024-06-09,Tanker,Long-haul,Steam Turbine,Critical,12.721875621402877,1099.5191081781068,887.3324429286298,9.911211096708334,Moderate,320.37279770903467,79424.49498540824,533524.3696405459,38.01460921306796,1.2110470401549094,0.8770952894801742,9,99.9607741938256,2
1479,2024-06-16,Bulk Carrier,Transoceanic,Steam Turbine,Fair,23.7268396552698,1206.6368265274548,552.6507534752637,12.444312787292551,Moderate,1643.2203741638991,50080.2594538094,107491.83378376876,63.88801151574845,0.2413605781476981,1.4126507552680707,7,68.2939821684815,2
1480,2024-06-23,Tanker,Transoceanic,Diesel,Critical,19.07260707901924,1198.0393250317688,1548.4085928594989,6.452164924474324,Rough,1328.0657181859222,443313.984216369,809158.0179954983,61.83966465530001,1.1429970811293744,0.8802733463480477,6,73.27590195291995,0
1481,2024-06-30,Bulk Carrier,Short-haul,Steam Turbine,Critical,16.755349153602076,2085.424107999366,122.69021940577736,14.915854555186046,Calm,1826.257873949568,363589.2575800782,962532.4180316306,45.1875312472722,0.5303962167356481,0.6617738909065327,8,54.17503318533636,1
1482,2023-06-04,Bulk Carrier,Coastal,Heavy Fuel Oil (HFO),Good,24.800040735885297,2796.100726458533,1411.5369969533306,6.011179813411268,Moderate,1007.8646367991232,369609.5807658141,295788.3503561214,51.234411111459934,0.1115204449732332,1.2040317279109776,4,61.720770717478416,1
1483,2023-06-11,Bulk Carrier,Coastal,Diesel,Critical,15.336379934847162,1095.8726220199362,1518.224123687423,8.378269754171571,Rough,165.83926124210075,313090.81742380233,110035.4392707298,64.0716719344504,0.3087260478542122,0.8412744424983041,9,81.31605680604181,2
1484,2023-06-18,Bulk Carrier,Short-haul,Heavy Fuel Oil (HFO),Critical,22.9185792970669,2546.16178458386,1116.9124825836043,13.299496880176733,Calm,1660.8116217383931,306514.51655520336,693925.9776371366,54.88976278775405,1.4086899144167468,1.4707614318898543,2,54.12413664192625,0
1485,2023-06-25,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Critical,17.328624341096173,1486.964124486131,1164.9856054015606,14.569741500177836,Rough,157.40550294668327,420513.5630252039,488438.5137606173,69.44862140295749,1.118465980244483,0.582573774051298,8,98.65217466897904,0
1486,2023-07-02,Bulk Carrier,Coastal,Steam Turbine,Fair,18.101686177327863,1581.0154961672322,1217.6458137511893,8.079338474716089,Moderate,1070.4768040976826,257235.87941942213,135728.6838097934,23.156463574187757,1.0320261972348883,0.6716272079663184,8,64.40122755172872,2
1487,2023-07-09,Fish Carrier,Long-haul,Steam Turbine,Fair,18.433427341639685,2516.7918684746805,1839.3389210002508,14.453380359352408,Moderate,1035.3336211157657,388749.1611531862,510766.4508333067,13.594430440353571,1.045389982940336,1.023778239289296,9,83.21999245306863,0
1488,2023-07-16,Fish Carrier,Coastal,Diesel,Good,18.376863851119936,1378.5747338064891,1277.4171613847125,9.822653963160622,Moderate,760.6726607001395,64307.840594227055,949068.9165298252,57.9117504938089,0.840805579800072,0.5151358677193508,9,79.02983354203286,1
1489,2023-07-23,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Good,16.326827686738827,2413.281444826779,1039.0174075875002,5.533541054506702,Calm,902.4056601526736,228927.59670105,170830.57111741303,28.42301341566467,0.7097707006320781,1.117245950128533,8,91.0759315699448,2
1490,2023-07-30,Fish Carrier,Short-haul,Diesel,Critical,22.215427630620933,1049.2818166701986,311.83244308224687,6.391465369322019,Calm,1703.465181298027,488102.3975004741,605197.8701315976,62.34010531523814,1.2274454022532475,1.1323315354093628,2,73.88989547116591,2
1491,2023-08-06,Tanker,Coastal,Diesel,Critical,20.788807960245126,2615.021249747774,344.8777374847346,7.033609487063331,Calm,1070.9475414949811,222783.1132501983,433408.6658581252,26.818310014075152,1.4151338624282288,1.3623228783713872,7,64.38149703111299,2
1492,2023-08-13,Container Ship,Short-haul,Steam Turbine,Fair,18.798306971268943,2795.4776831526897,664.0279237957245,12.442063614050957,Calm,618.444146515649,12777.519386612614,792642.1265619022,65.22416728425296,0.2310461433018626,1.240683523664179,6,64.47526320602735,1
1493,2023-08-20,Container Ship,Transoceanic,Steam Turbine,Fair,17.479508685517317,1738.824755929695,939.0642052391532,8.99529662521269,Moderate,1354.5035152762102,300232.9867570501,98005.34090625164,45.76733331099911,0.2619881425130175,1.4423606769538564,3,72.47061796859886,2
1494,2023-08-27,Container Ship,Transoceanic,Diesel,Good,19.719480879726905,1085.9872916902757,1103.3445882130216,11.022458656606332,Rough,1459.8403823559863,210001.6417528907,708214.9216888662,39.00601277867858,0.5394554805811186,0.754023126469366,7,74.2871248477093,1
1495,2023-09-03,Container Ship,Coastal,Diesel,Critical,18.33427288725389,2913.7073687020843,1309.639641147409,11.072412890381424,Moderate,1560.6643696812498,268252.8822261101,346976.9418333983,16.88795273051161,1.1744906737669656,1.1858997720961173,1,87.60939369781426,0
1496,2023-09-10,Fish Carrier,Transoceanic,Diesel,Critical,19.62623770335204,1473.9073729524723,548.6189402990478,10.022837713592578,Calm,541.2894222293257,86481.29841958616,580600.4490097424,15.088048192839723,0.4383641888336372,1.269519250714709,6,85.91367390273118,1
1497,2023-09-17,Container Ship,Transoceanic,Heavy Fuel Oil (HFO),Critical,20.194397185703192,2911.772335442188,1017.6433068772786,9.888122219412692,Moderate,320.4784321117468,250908.1594249,792783.3548062056,15.33989373195758,1.2818644647398318,1.224958502956828,2,79.05884548136626,0
1498,2023-09-24,Container Ship,Coastal,Heavy Fuel Oil (HFO),Fair,21.78862621375588,531.1305848460988,1970.6654151866355,10.118163521258744,Moderate,424.080467285174,55657.1924749496,767873.8811086778,45.886536896147256,0.8688843515769956,0.7036391548891126,8,77.01954475978833,1
1499,2023-10-01,Bulk Carrier,Coastal,Steam Turbine,Fair,14.69922879734457,1839.2882075687417,1290.239396519757,12.269115754327297,Calm,810.0015789477346,91631.92898980997,276057.8684393406,68.60268018056287,1.078962433202972,0.9827475724581134,1,55.38066530696861,0
1500,2023-10-08,Bulk Carrier,Coastal,Heavy Fuel Oil (HFO),Critical,15.718964497783617,1095.295525561225,1209.237103573622,10.904093921387243,Rough,955.2194559919552,228989.6618275028,230485.8801971267,19.10043450270216,0.8229348113575699,0.6569290806733928,4,63.116013287388114,2
1501,2023-10-15,Fish Carrier,Short-haul,Diesel,Good,20.667913978051946,547.0326455436215,593.2254654403182,9.36069295835374,Moderate,1616.9430128410847,250451.19171245533,77369.04888417528,43.487902052850814,0.1825983112453593,0.5778132394476901,7,98.91631463305694,2
1502,2023-10-22,Container Ship,Long-haul,Steam Turbine,Fair,21.463057604480387,1382.3993294713987,82.6492684449096,14.356452639295677,Rough,1273.4384509862546,458440.9884149504,439790.17616804113,58.07305545245632,0.6615142098829527,1.3886900535553437,9,95.23886475616035,2
1503,2023-10-29,Fish Carrier,Transoceanic,Diesel,Good,21.638418516298493,2797.1120656760554,1936.015184774639,10.945136407598412,Moderate,906.6005563979244,492267.4222838254,915099.5144765038,16.265251709558452,0.5855972028897873,1.0816634536887566,4,85.19446745091791,0
1504,2023-11-05,Tanker,Long-haul,Diesel,Good,22.462957410305584,2657.947192080207,793.422560783045,8.496638121881107,Calm,591.8628155189493,321767.2985205548,743490.2838267076,27.31544893951311,0.2926514687051412,1.035078176009598,5,88.8015987131913,1
1505,2023-11-12,Container Ship,Short-haul,Heavy Fuel Oil (HFO),Good,21.104381519277386,2445.777154098935,728.3089117305068,6.331180036619093,Calm,414.1637920780818,491141.2576801814,363878.3987736369,27.37864427547293,0.1034138181029374,0.5913754814347927,4,64.05839914449497,2
1506,2023-11-19,Tanker,Transoceanic,Diesel,Good,13.559835209936375,759.9770398650819,926.1348761581949,9.307772775042755,Moderate,1910.8614605880464,166821.09130429314,269358.61725226126,63.59425833243856,0.266184321259357,1.4867351298154805,6,50.97637923785213,2
1507,2023-11-26,Tanker,Long-haul,Steam Turbine,Fair,19.357805050670315,2415.14047029223,1489.1535407834676,5.139007736461998,Rough,880.9030644642474,44378.044984941815,545523.0624141681,18.1056474200898,0.9315698793411668,0.5109179044425971,6,81.76833536301325,1
1508,2023-12-03,Tanker,Long-haul,Diesel,Fair,13.406006069984503,1069.6933410422591,1531.2138545525556,5.015755371006511,Moderate,733.5258162294167,294239.48093302123,958756.6757530258,53.07214976420816,1.2315213529375555,1.2556026634740305,6,98.5459305886846,0
1509,2023-12-10,Bulk Carrier,Transoceanic,Steam Turbine,Good,13.225398145097843,1102.8268093810643,630.8491896130977,7.328132010332035,Moderate,1444.3729486412303,343637.9025227328,626167.6957039818,46.76677881695648,0.8769190495394165,0.773672199776153,5,50.92400024020312,2
1510,2023-12-17,Fish Carrier,Transoceanic,Diesel,Fair,20.49229212711789,2342.013978432346,69.48790114947064,14.996892643963411,Calm,1123.1086214005147,480574.3685294451,102241.69495549302,35.86512281522945,0.4212752539586709,1.372818783526644,3,67.16018386162827,2
1511,2023-12-24,Bulk Carrier,Short-haul,Heavy Fuel Oil (HFO),Good,18.87567698358477,564.2913062562095,1134.8720978790018,10.308004206062758,Rough,286.0446895201192,43982.04718684709,202252.1204650354,39.46088202071901,0.2518411204692244,0.6611583101734516,6,75.93245665699496,1
1512,2023-12-31,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Good,19.496815732529186,1704.1350940026257,645.1502933979502,9.947587858272756,Moderate,181.1368171672713,88886.0418818696,262366.1107659104,25.35676382234613,1.103450607800777,0.6658342422486261,1,56.48876502681631,2
1513,2024-01-07,Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Fair,13.97687242401978,2256.035210499134,1081.6879708987617,10.290782053084982,Calm,503.65064058987474,448980.632159626,827269.6426299948,19.331658092221478,0.748317262928317,1.0787372863825544,2,95.5247122244527,0
1514,2024-01-14,Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Good,15.07095563803852,2687.44047240023,718.5549010010618,13.859421332382508,Calm,1044.364458152627,260169.9711897513,445047.3618305138,43.8251881532416,1.464056800784595,1.3026994817262867,4,68.84819344252908,0
1515,2024-01-21,Container Ship,Short-haul,Diesel,Critical,23.491290411200996,1711.9978788855606,347.0583316613743,13.583625731069557,Moderate,1171.6293702406365,210893.3798767989,655626.1920822893,20.94566286060062,1.111571387761226,0.7419653652177155,9,83.47029022622829,2
1516,2024-01-28,Tanker,Long-haul,Steam Turbine,Fair,16.417020620669433,1565.734156640941,162.04180838306422,11.129845989674346,Moderate,237.5882778640382,47406.00495425532,280004.20857154555,63.62861353298215,1.2475761071429683,1.183939379229105,2,53.32778057937514,2
1517,2024-02-04,Fish Carrier,Long-haul,Steam Turbine,Critical,14.978993149613837,1654.1221388913734,691.9634518653037,11.596628595066091,Rough,82.7555573222459,466420.560080269,326261.5145553457,69.58975052869907,0.3222770266865259,1.2442662559757025,8,53.7895261969406,2
1518,2024-02-11,Fish Carrier,Short-haul,Diesel,Good,23.93332243658028,1662.40663912785,70.82674549124695,14.564810764635752,Rough,1903.0186418469689,191429.05234627888,972358.243419253,12.375921608167753,0.3165022516300537,1.4589738660765854,3,51.8292137805474,1
1519,2024-02-18,Fish Carrier,Long-haul,Heavy Fuel Oil (HFO),Fair,23.94645001646865,2274.040153319501,592.3881774628543,10.055171210245035,Moderate,1732.7606027256866,461714.8915906975,787370.8591087081,28.03183067565794,1.291516255260608,1.148808068961058,6,76.19763771401973,0
1520,2024-02-25,Fish Carrier,Transoceanic,Heavy Fuel Oil (HFO),Good,19.74355577305952,2230.9153059316213,227.6210838459025,14.38123911920711,Rough,896.2301826709212,293373.75292734604,397467.7451956503,41.94313126297822,0.6963319325963833,1.427883002553503,3,51.36311543570261,2
1521,2024-03-03,Fish Carrier,Long-haul,Steam Turbine,Fair,17.426885511717998,2056.134754511738,365.377383321395,6.623632439328354,Moderate,1135.5741960311486,311043.0503459544,539132.0670260839,40.37486581099373,0.2266829548111911,0.9059947980391206,7,60.45309472781118,2
1522,2024-03-10,Container Ship,Short-haul,Heavy Fuel Oil (HFO),Fair,23.639838969160003,733.4909632947388,267.37950812031363,14.390833973554042,Moderate,685.7400513522554,248211.1536468372,509038.64723464375,60.37098361417275,0.5861767015972236,1.2124293299711488,1,65.73016435399587,2
1523,2024-03-17,Fish Carrier,Short-haul,Steam Turbine,Fair,13.632167463087429,1414.557499368717,554.9592160014848,8.510179413986524,Rough,88.77080118550835,305092.02385320305,189226.58358275052,60.33573593108769,0.8148555978228489,0.7613809210693318,5,82.85263633735286,2
1524,2024-03-24,Tanker,Coastal,Steam Turbine,Good,17.18445775633422,1393.671235000201,532.4345450236591,12.487854639087985,Rough,547.6953989349106,209845.76071938788,610117.7612188052,60.746955740405554,0.2066503919095532,1.245053750030741,6,90.71455301317184,1
1525,2024-03-31,Bulk Carrier,Transoceanic,Steam Turbine,Critical,16.220557176361744,1178.2488895450042,159.9491943738775,13.905538355482069,Moderate,1548.7310871569916,125850.89162742867,826835.2555025443,47.35755431875037,0.7839915525440782,1.1597443236187912,2,62.69649978637609,1
1526,2024-04-07,Fish Carrier,Transoceanic,Diesel,Fair,12.607222350267278,1957.354140350435,1225.642998740478,7.652019222824188,Calm,117.54691442557088,480000.2713557307,324284.62039538776,17.528914897911143,0.8278524609790904,1.4277721060609647,6,72.74720833774492,0
1527,2024-04-14,Bulk Carrier,Coastal,Steam Turbine,Critical,21.401784531424536,688.3078126274879,380.49299600213953,13.319826054048896,Moderate,134.0095553007829,23635.70475561645,819014.9086530166,67.41263553197044,1.3881844295433292,1.1659657657269815,6,85.9758749320059,1
1528,2024-04-21,Fish Carrier,Coastal,Heavy Fuel Oil (HFO),Critical,20.89947116529901,1942.976477512236,676.9407182454831,5.6248198216370335,Calm,1715.8343390039624,364501.4754820762,940811.293346282,30.101951016918868,0.940663507348228,1.0093077862761728,5,89.46168643552498,0
1529,2024-04-28,Container Ship,Transoceanic,Heavy Fuel Oil (HFO),Critical,11.16030273531145,1362.0903681009404,1500.0353638688127,10.11483662577557,Moderate,1054.0281176695562,403720.3872765973,113108.11490879428,65.58613891851066,0.2099309817045988,0.8012293218465248,4,64.89827272958532,2
1530,2024-05-05,Fish Carrier,Transoceanic,Diesel,Critical,11.033184400006537,1410.5573308867474,313.8972918377659,7.132519423529201,Moderate,1409.176671325221,224715.6755145879,928899.2010022748,57.58848686887192,1.391389647000569,1.1900256659239845,7,63.88465703236829,0
1531,2024-05-12,Bulk Carrier,Long-haul,Diesel,Critical,15.138987644441638,1190.5385909246045,1467.760047759422,13.96192458507915,Calm,515.983121932617,89011.97106929542,258635.10556298576,12.647446701400243,0.7815144827645438,0.6087560312100992,6,89.74440556558173,1
1532,2024-05-19,Tanker,Coastal,Heavy Fuel Oil (HFO),Fair,14.48457144438455,1589.6595178064051,488.6541348559752,7.573255176764583,Rough,1118.2725899410575,371418.30256600055,469152.4345158193,24.45475438924648,1.1759640995617138,0.8313465812237765,7,87.38623561720618,2
1533,2024-05-26,Container Ship,Long-haul,Heavy Fuel Oil (HFO),Fair,23.95973218505421,2686.3923153390638,1191.0513696968812,7.006072014676432,Calm,381.8630092412474,68045.47435656676,126955.43728653224,12.613530734128204,0.712990725078895,0.7751587327460134,7,50.68598477239617,2
1534,2024-06-02,Fish Carrier,Short-haul,Heavy Fuel Oil (HFO),Good,14.82436502259598,2971.9208526655507,1125.8447448246063,10.506386507023652,Rough,1908.7600700255853,420243.312421172,711236.2178052978,69.9722397432763,1.1044973175215054,1.491170624084867,2,83.47215424154201,0
1535,2024-06-09,Tanker,Long-haul,Steam Turbine,Fair,13.283469771551058,2732.0301002050523,637.0227865120597,12.960976530074817,Rough,907.9288603432468,325664.35181811225,580071.4858821103,50.168732246800296,0.4745036050468806,1.3399771879294686,5,71.6263624559798,0
1536,2024-06-16,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Good,20.4332989118924,2532.366993420228,1407.0627417274509,5.285812089119412,Calm,582.7126349134302,75197.52892657557,588493.2228302696,35.360379044107134,0.9798504008404352,1.381827969444457,6,78.68617313146684,1
1537,2024-06-23,Tanker,Short-haul,Diesel,Critical,22.452128250527807,840.891374800942,889.3955954191389,9.742398225494105,Moderate,867.3347949367648,458728.43710331793,530350.2801950707,16.841576588036816,0.4039225744119918,0.928322021759905,7,77.68634819273743,2
1538,2024-06-30,Fish Carrier,Coastal,Steam Turbine,Fair,24.35058961981736,2583.830586564222,1684.727669471548,9.227140526608064,Moderate,567.3148638232145,147158.54136624272,418769.20192899177,28.89291370235297,0.7655962659386043,1.4563091725441102,4,95.65934545411186,1
1539,2023-06-04,Tanker,Transoceanic,Diesel,Fair,14.103060872495943,712.7598826255123,684.5613736466274,14.002901357134888,Calm,1185.6107722937409,296886.96168707777,421280.7219413397,66.70292805870284,0.8921452677179532,0.5892327897213199,4,50.98248924595594,2
1540,2023-06-11,Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Good,10.350244116348495,2033.448249745048,674.9701620027815,13.684396312925566,Moderate,1073.466904038219,373104.20973512885,896826.5918541681,65.56810655499987,0.222435998609021,1.3266558665708963,7,92.1403900920994,1
1541,2023-06-18,Bulk Carrier,Coastal,Steam Turbine,Critical,12.15698499636498,2121.7417160015284,632.9510339551699,7.53587242186133,Rough,1788.9590275785563,437032.1089735215,344505.87351127417,56.655770070545145,0.5391537450905327,1.2706789087471744,5,92.80305945603322,2
1542,2023-06-25,Bulk Carrier,Long-haul,Heavy Fuel Oil (HFO),Critical,16.92360035797558,1363.2256518465963,793.6178099369328,13.350883709121016,Moderate,1536.1668433553198,62874.584111197255,83277.10645434642,62.0080261254225,0.2508345117061437,0.5120274549196178,4,54.83435041910083,2
1543,2023-07-02,Fish Carrier,Short-haul,Diesel,Fair,10.234016004257654,1347.1544895953002,328.24223027591694,12.484353137478433,Rough,1848.4818807089443,79436.98789411079,630700.9648127846,20.510771580279112,1.226365477398398,0.8659599474715292,2,56.3614897840995,2
1544,2023-07-09,Tanker,Long-haul,Diesel,Good,16.976472944208428,848.0780847552933,1848.4834270695828,12.392941125430037,Calm,1673.6300680783086,480936.6102498802,165397.69577815518,64.43635058058398,0.5340480425298637,0.9759659479175362,4,59.68705950440162,2
1545,2023-07-16,Bulk Carrier,Coastal,Heavy Fuel Oil (HFO),Critical,20.731793971597185,1019.6259695789194,1330.4159821125868,7.676747778307988,Moderate,1683.78509136434,80013.6879452199,385400.5539071593,43.721667300605006,0.1444280112881302,0.842135941394963,4,80.91153526139202,1
1546,2023-07-23,Bulk Carrier,Short-haul,Heavy Fuel Oil (HFO),Fair,14.6689544921663,2995.676575706246,1789.068294297144,10.145054139313888,Rough,1446.6122495383354,405420.5020420368,697527.4952486416,22.5909521312102,0.4986445219563662,1.133971929385425,6,88.46923273203481,0
1547,2023-07-30,Tanker,Short-haul,Diesel,Fair,24.641669764703707,1561.3100347658708,504.78300317474697,9.782558313490718,Rough,1785.9343466382286,369299.5888139346,147666.81508107288,32.498568506212955,0.404626243051415,1.1729494542966723,6,51.65526291806672,2
1548,2023-08-06,Bulk Carrier,Transoceanic,Diesel,Good,18.115700463560565,946.2801866758966,283.737921216173,7.904546547487375,Calm,1819.2851447618837,340208.36945293733,648958.8210425841,18.18330329496585,0.5137492423491494,0.6033652785548714,4,61.05471306836687,2
1549,2023-08-13,Container Ship,Transoceanic,Heavy Fuel Oil (HFO),Fair,23.35893239258188,1849.528828492076,1384.3778062871138,7.099936628015692,Moderate,678.9212777974088,317764.0780836212,76104.45129888025,70.79216623278529,0.9253874225408222,0.519269010159962,1,96.1436659867452,2
1550,2023-08-20,Fish Carrier,Transoceanic,Diesel,Fair,23.04015169512816,913.9872600301564,1422.7852899491306,8.847405511622547,Moderate,418.6940222420725,196697.12699429985,60318.56203506797,34.22003277083984,1.337029357743266,1.39306117642206,4,64.327398447052,2
1551,2023-08-27,Container Ship,Short-haul,Steam Turbine,Fair,24.339678580264877,2779.513078558005,1281.4272851311855,5.121755496120132,Calm,790.2233012869071,410846.17690802144,748758.3502134496,22.774137061695832,0.3722791006796832,1.2464970030275897,7,82.37349943753895,1
1552,2023-09-03,Tanker,Short-haul,Heavy Fuel Oil (HFO),Fair,22.42221822643211,702.9865562092298,1167.7423166274734,14.839756495644624,Calm,458.6186434301218,207667.75880497516,120684.07534761431,59.00990164286886,1.2260815019911409,1.19901598488183,4,70.81093951864983,2
1553,2023-09-10,Tanker,Transoceanic,Diesel,Fair,11.658299172841543,597.2562588281814,737.7294742064928,12.207591789870056,Rough,1658.7827340932092,285164.30448466795,190786.26053173072,50.87576368259084,1.308535658385915,1.473675758516289,6,83.45883616946386,2
1554,2023-09-17,Container Ship,Long-haul,Steam Turbine,Critical,24.045694945349645,2896.5281110410147,596.4958587316439,8.806460089905706,Rough,734.1666387986969,255595.3138215536,795693.3630067208,38.49104429423699,1.241598140320131,0.7969103779209906,7,79.06609375095175,0
1555,2023-09-24,Bulk Carrier,Transoceanic,Heavy Fuel Oil (HFO),Critical,23.737691417695267,2874.447994921426,298.21774533850635,14.570274505478716,Moderate,232.2876175156854,469907.711660044,473615.1605930249,68.0003859824758,0.9274037760153973,0.7734154783019631,1,92.34022969624952,2
1556,2023-10-01,Container Ship,Short-haul,Heavy Fuel Oil (HFO),Critical,10.832834500453504,2741.950009002748,1302.452407515705,13.120205315782442,Rough,427.66207612116,419330.1734737789,588476.6787925413,52.26584214093296,1.484492314842392,0.9113344528053596,6,71.82832038095256,0
1557,2023-10-08,Bulk Carrier,Long-haul,Diesel,Good,24.02717956310937,1169.492362923285,1995.5943960627765,6.005112236282547,Rough,1568.8685869849387,26907.113704356976,988466.9816559056,38.40589904259269,1.1747513436846628,0.5220302986842359,4,53.27575943246213,1
1558,2023-10-15,Tanker,Short-haul,Diesel,Critical,13.332467694731974,2722.667191272504,692.4614860162646,8.415199635566932,Moderate,869.6287798269179,277296.2907727065,861275.7832562147,47.87255067632447,0.5963157990738784,1.1638461031462697,5,68.08367508420955,0
1559,2023-10-22,Fish Carrier,Short-haul,Diesel,Good,15.551082716918057,2335.8369449178126,701.0963644914855,7.245455787630329,Rough,73.73270697222632,181118.23367077624,915651.1836375416,60.23690018561444,1.467045831889073,1.3702997908713792,2,80.14292713601444,0
1560,2023-10-29,Fish Carrier,Long-haul,Steam Turbine,Fair,18.121746570035327,1501.575381038312,338.233864863834,11.782672669761348,Rough,166.57261301350576,141117.97214796554,801198.8385723721,49.670019896926085,0.4777609830209818,0.8903805699393802,1,99.29621394668264,1
1561,2023-11-05,Fish Carrier,Long-haul,Diesel,Fair,12.983290345335249,2337.1684871648117,1419.1348108971629,10.774630433537698,Calm,387.77194578352834,35504.4740355762,956267.8162316706,57.09644549718918,0.5074309034228783,0.9250777546989598,9,64.67495313486211,1
1562,2023-11-12,Container Ship,Short-haul,Heavy Fuel Oil (HFO),Good,20.93185430907504,1781.3289524872432,685.6088304197858,11.030580030640865,Moderate,93.466787184286,298090.8694482776,737590.839483159,55.32234588059874,1.2852106382965167,1.001452030183402,5,62.59594628269559,0
1563,2023-11-19,Container Ship,Long-haul,Steam Turbine,Good,20.594192138202025,2064.7071647549,1996.9648944184064,13.667688769173097,Rough,1241.0955954593162,369253.29496711807,119434.10673614232,52.50326169023845,0.6170110131767732,0.6328833086485509,4,93.55680270853746,0
1564,2023-11-26,Bulk Carrier,Long-haul,Diesel,Fair,24.5169230915706,2865.6988375636865,1001.1563490550104,7.118337417241969,Calm,1917.039671529683,86927.47559756243,88401.28881530365,46.907191018614974,0.646061419407549,0.71297892534198,3,84.26993499136861,2
1565,2023-12-03,Tanker,Short-haul,Steam Turbine,Good,24.1545740087626,2692.211327324898,1063.9646625814062,5.923383707701641,Rough,842.777184907245,350609.64430905425,160669.1979482181,13.859782871357297,0.8960161098365608,1.34445821647909,7,94.93806940807396,2
1566,2023-12-10,Container Ship,Coastal,Diesel,Good,10.515757772221322,2848.0651558546774,1487.567210952231,6.767635117446698,Moderate,1383.072718255782,498527.9667912035,427676.2955374157,44.44470919751436,1.3637537464556428,1.3017488818422809,5,99.76617217754516,0
1567,2023-12-17,Tanker,Long-haul,Diesel,Fair,23.92518512163616,2547.3705659438174,221.21277987018817,14.130537886315912,Calm,1945.2859839754888,297167.35264922515,589814.7284918984,71.6469798359071,0.8482877541476843,0.882782858650732,1,86.76882175404408,2
